,Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018
115,Jamaica,7900.210723,8159.884828,8187.182151000001,8442.031543000001,8544.230186,8791.297949,9193.375792,9598.370957,9967.768023999999
116,Jordan,9384.458915000001,9313.257679,9111.60944,9215.339765,9050.628455,9331.339833,9283.870670999999,9841.169557,10086.449540000001
117,Japan,34986.99454,35774.696710000004,37191.38595,38974.07949,39179.15561,40396.24321,39970.67985,40858.88438,41335.523219999995
118,Kazakhstan,19225.07691,20779.445509999998,22032.17586,24504.767519999998,24726.472869999998,23224.11784,23818.82483,24862.966119999997,26147.04607
119,Kenya,2311.976876,2437.881,2530.3479850000003,2767.402811,3021.4331230000003,3361.977348,3635.2650280000003,4046.208425,4302.999065
120,Kyrgyz Republic,3085.6519359999998,3297.366837,3618.1497259999996,4042.8930530000002,4281.824074,4214.829509,4681.174733,5046.691535,5254.278486
121,Cambodia,2427.2433140000003,2611.30599,2868.737515,3045.590555,3185.336898,3388.7374200000004,3675.037921,3928.373688,4257.484976
122,Kiribati,1716.059227,1749.233461,1837.991938,1921.614459,1917.627413,2110.117273,2210.969175,2240.544687,2312.2544780000003
123,St. Kitts and Nevis,22094.67597,22768.3058,21486.87409,22152.01154,23951.274390000002,23921.991619999997,24927.1923,25355.517180000003,26510.982819999997
124,"Korea, Rep.",31740.459560000003,32546.75365,33557.12872,34244.312139999995,35324.49767,37907.50031,39567.01662,41001.066889999995,42136.080389999996
125,Kuwait,73965.97061,78178.0723,82680.38125,78058.51287,70082.42486,47230.62319,44685.35062,50855.49996,51669.73342
126,Latin America & Caribbean (excluding high income),13027.148490000001,13863.365580000002,14119.9994,14583.509409999999,14891.33929,14660.56889,14893.0508,15525.4927,15983.81416
127,Lao PDR,3822.6271420000003,4150.824173,4841.643061,5289.476389,5873.755489,6168.477642,6843.561581999999,7257.807932,7771.986954000001
128,Lebanon,14961.74399,14668.51067,14816.87782,14972.716480000001,15026.336140000001,15067.7746,15487.10925,16005.25704,15980.40757
129,Liberia,1022.0567470000001,1093.541137,1174.049107,1339.301184,1381.9402539999999,1292.096518,1379.055624,1515.64325,1532.32917
130,Libya,29895.2196,11482.098820000001,24285.30012,19869.11098,14303.01749,12220.0234,11108.716840000001,13237.998529999999,15372.36735
131,St. Lucia,12413.398000000001,13256.49611,13080.3874,13489.111369999999,13761.12341,13551.746819999998,14291.36489,14945.758999999998,15621.59831
132,Latin America & Caribbean,13404.79596,14283.72121,14573.53534,15060.951319999998,15382.06951,15173.387509999999,15411.558819999998,16060.575869999999,16544.41589
133,Least developed countries: UN classification,2114.504976,2201.342452,2289.372214,2408.471274,2557.73735,2631.3964140000003,2712.5408399999997,2845.804898,2989.066038
134,Low income,1836.899321,1881.139271,1865.438068,1954.479219,2102.1555359999998,2201.436913,2244.722263,2320.749941,2407.785716
135,Liechtenstein,,,,,,,,,
136,Sri Lanka,8194.269658,9007.657363,10315.18025,10852.064040000001,11256.85605,11557.48705,12224.21577,12584.10442,13168.17142
137,Lower middle income,4479.933776,4719.158783,5049.298097999999,5277.770925,5444.910473,5613.958344,5857.290233,6129.091753,6518.292936
138,Low & middle income,7544.024434999999,8086.942341,8553.198016,8946.511663,9213.069696999999,9278.374509000001,9563.189334,10022.88802,10646.25585
139,Lesotho,2173.5723989999997,2328.231961,2354.102063,2621.936623,2871.684565,3093.710719,3063.028826,2783.115662,2813.400913
140,Late-demographic dividend,11553.38327,12619.986340000001,13474.0322,14219.83675,14708.17899,14732.42275,15180.875740000001,16027.52342,17232.2447
141,Lithuania,20053.90408,22823.95416,24645.69354,26679.97857,28156.18584,28823.818089999997,30924.93094,33821.19545,35831.86282
142,Luxembourg,85677.63343999999,92005.01684,91622.17742,95590.5387,101297.5757,103750.7751,110649.6966,112822.6058,116786.48
143,Latvia,17600.41724,19789.47784,21291.23124,22692.81035,23844.296319999998,24830.92297,26404.525690000002,28488.92361,30644.608289999996
144,"Macao SAR, China",99166.90273,120358.9319,133521.443,153609.8402,154095.7039,117110.1878,115698.0592,126918.2265,135020.7802
145,St. Martin (French part),,,,,,,,,
146,Morocco,6332.123545,6712.326003,6702.418324,6916.0154569999995,6609.609108,7024.963089,7112.999215000001,7314.154487000001,7613.142868000001
147,Monaco,,,,,,,,,
148,Moldova,6396.089272,6913.6022920000005,7363.162319,8381.671833,8827.054108,9254.848605,10610.477840000001,11651.31745,12665.003690000001
149,Madagascar,1534.8912779999998,1548.327823,1530.934508,1535.4891619999999,1555.82338,1546.8371140000002,1606.666934,1584.422678,1651.168811
150,Maldives,12712.204179999999,13542.92749,13690.528409999999,14774.150090000001,15993.16898,16768.69732,17411.05432,17988.69,18945.25865
151,Middle East & North Africa,17316.042830000002,17905.131690000002,18489.49276,18369.932119999998,18063.074630000003,16283.34781,15931.464880000001,16573.71117,17106.74586
152,Mexico,15260.62055,16520.25851,17162.927519999997,17373.89702,18045.98446,18284.882840000002,19314.25736,19795.8685,20396.47771
153,Marshall Islands,3252.367857,3285.582535,3258.5007739999996,3425.601546,3443.028342,3519.2181450000003,3585.710747,3780.93897,3986.06801
154,Middle income,8132.69157,8734.729873999999,9258.695459,9694.615934,9987.729952,10063.65403,10386.745159999999,10901.881220000001,11599.57995
155,North Macedonia,11282.2495,11611.24772,11839.70875,12653.552290000001,13368.18238,13831.1228,14983.166469999998,15528.910030000001,16517.49901
156,Mali,1787.1615550000001,1826.6477920000002,1763.839478,1812.965118,1915.368491,2032.6656670000002,2188.081627,2248.260816,2336.97532
157,Malta,27829.82422,28601.701139999997,29423.399610000004,31078.43944,33387.07263,36083.36776,38699.6095,41554.93791,43555.205089999996
158,Myanmar,3243.000489,3469.139221,3727.1420630000002,4016.3166929999998,4245.80704,4416.546732,4492.0183210000005,4739.910118,5147.854050999999
159,Middle East & North Africa (excluding high income),11548.884759999999,11503.45887,11807.450640000001,11694.2542,11368.958120000001,10675.7136,10608.92463,10897.674809999999,
160,Montenegro,13645.154030000002,14472.47919,13863.964780000002,14870.173,15371.12201,16337.1426,18085.02979,19627.08163,21236.471019999997
161,Mongolia,7581.563396,8912.857305,10227.52665,10549.85911,11056.309809999999,10767.1332,10742.65309,11311.79382,12196.750259999999
162,Northern Mariana Islands,,,,,,,,,
163,Mozambique,959.0600426000001,1023.066111,1035.5239609999999,1084.985842,1139.053569,1291.2679859999998,1363.674365,1283.65987,1319.972243
164,Mauritania,4092.08467,4225.568913,4262.064847,4481.255364,4295.049304,4200.155677000001,4700.104005,5077.195471999999,5161.408836
165,Mauritius,15698.52215,16653.2438,16963.51124,17866.306819999998,18488.04679,19229.83549,20701.218969999998,21415.11611,22732.23453
166,Malawi,1021.8589880000001,1062.954455,1034.020079,1108.513657,1078.980573,1018.935262,1025.010957,1037.545868,1067.126779
167,Malaysia,20508.75245,21704.74958,22985.825380000002,23478.0318,24607.707459999998,24801.88695,25546.00923,26648.32965,28186.704939999996
168,North America,47633.44445,49063.4305,50683.85758,52237.7196,54118.09985,55606.596139999994,56778.05535,58815.11377,61682.674979999996
169,Namibia,8377.434643999999,8830.223647,9341.076890999999,9709.591640999999,10400.769540000001,10574.147990000001,10372.324929999999,10050.501209999999,10166.33727
170,New Caledonia,,,,,,,,,
171,Niger,1054.102947,1059.685982,1150.523555,1119.837709,1137.220911,1143.2735289999998,1140.9872699999999,1161.657065,1224.708549
172,Nigeria,4703.205009,4922.702617,4982.946471,5225.174454999999,5507.1704,5426.332967,5234.67786,5190.354386,5276.718424000001
173,Nicaragua,3981.0456090000002,4263.154888,4427.932029,4610.305065,4941.71653,5293.865358,5694.0357,6004.031789,5829.257301
174,Netherlands,45074.039939999995,46599.02103,47272.10302,49241.51784,49233.2154,50302.06775,52283.15685,55347.91239,57565.19756
175,Norway,57958.37436,62076.74066,65354.77925,66961.2531,65892.68927999999,60385.116760000004,58933.95578,62940.5875,67640.18138
176,Nepal,1897.781558,2001.6283039999998,2176.149302,2349.625078,2593.438375,2633.3953100000003,2582.943673,3099.306082,3329.49805
177,Nauru,5970.738366,6670.33905,7407.286562,9351.513568,11009.45167,10963.95195,10974.72774,10682.234709999999,11758.09512
178,New Zealand,31261.93953,32743.90075,32996.34541,36231.10046,37276.94397,37530.03908,39990.55728,41493.03413,42810.837510000005
179,OECD members,34450.27903,35873.967710000004,36851.35435,38152.27927,39287.34904,40408.90764,41735.46544,43398.10737,44950.54656
180,Oman,46076.17023,43517.85927,44569.88624,42201.40462,38811.103610000006,31113.59125,28926.138189999998,29083.236689999998,29268.556660000002
181,Other small states,22419.863240000002,24192.338030000003,25302.4748,25584.90074,25406.73238,21699.135980000003,21159.62688,22960.780909999998,23542.57628
182,Pakistan,3890.290662,3993.5501310000004,4018.7037689999997,4103.584078,4238.594521,4373.014234,4410.094753,4571.4144909999995,4851.612751
183,Panama,15153.527619999999,16923.9164,18679.55255,20809.91213,22897.39549,25319.22938,27828.52345,30454.763810000004,31781.844289999997
184,Peru,9730.423115000001,10476.7949,10767.67806,11295.96289,11510.28385,11572.32269,12013.37894,12506.53017,13084.00103
185,Philippines,5626.281401,5865.343674000001,6296.827679,6614.683925,6960.9006469999995,7186.768857999999,7703.753729000001,8120.842309000001,8717.047981
186,Palau,13411.10076,14527.31939,15168.30838,15245.61141,16195.012519999998,17977.53101,18256.89903,17865.79081,18496.435690000002
187,Papua New Guinea,3039.7862370000003,3069.7580989999997,3206.196245,3318.804771,3763.077881,4081.2982439999996,4209.043661,4353.270268,4335.899259000001
188,Poland,21064.085180000002,22850.63885,23833.2097,24719.24751,25612.257830000002,26856.28883,28283.701439999997,30152.74157,31834.4091
189,Pre-demographic dividend,3121.795328,3252.566829,3354.129445,3494.1849729999994,3591.839176,3464.478494,3413.2652659999994,3514.30296,3581.2157869999996
190,Puerto Rico,30925.400830000002,31824.15484,32582.622410000004,33172.67126,33682.85003,34016.02235,34346.86733,34363.745989999996,34921.13875
191,"Korea, Dem. People’s Rep.",,,,,,,,,
192,Portugal,27280.16586,26769.51189,26438.0163,27936.039660000002,28742.44038,29668.8592,31604.54631,33086.09677,34340.71335
193,Paraguay,9993.03297,10490.93554,10022.12546,11086.74562,11425.66114,11471.49423,12029.96623,12594.34143,13153.16003
194,West Bank and Gaza,3584.086975,4010.5997979999997,4631.233213,4729.1426329999995,5008.302272,5400.655659,5495.10553,5754.7792420000005,5795.231559000001
195,Pacific island small states,4961.41879,5189.224475999999,5406.394254,5665.004243,6348.551185,6768.74732,6888.02054,7200.627288,7473.748705
196,Post-demographic dividend,37900.10575,39324.36755,40381.669539999995,41851.85509,43006.56345,44127.80687,45590.5732,47466.20628,49291.01717
197,French Polynesia,,,,,,,,,
198,Qatar,132048.1337,139358.3543,141634.9725,138230.1373,129068.8681,92968.09041,83102.48567000001,95058.46833999999,96732.66318999999
199,Romania,16979.0733,17907.661669999998,18931.65449,19797.26555,20623.262459999998,21631.49769,24165.75257,27191.668660000003,29213.841460000003
200,Russian Federation,20490.12672,22798.674430000003,24303.47341,26073.87453,25761.64802,24085.32418,24125.39886,26005.97994,28763.516630000002
201,Rwanda,1355.539146,1457.122365,1495.911215,1550.2881619999998,1714.572118,1813.750518,1891.834452,1975.252453,2137.850034
202,South Asia,4005.235429,4237.678568,4566.873951,4752.153577,4928.7991409999995,5137.335557,5455.149571,5772.075177000001,6194.34213
203,Saudi Arabia,51529.83578,56132.95752999999,57364.43222,55907.39417000001,55725.397560000005,48611.14527,45485.659569999996,47309.1246,48719.86405
204,Sudan,3168.5517839999998,3673.4869020000006,4102.80843,4189.448778,4734.833046,5047.927788,4415.769525,4362.578409000001,4258.775161
205,Senegal,2662.686941,2682.693606,2764.783809,2749.221591,2830.699106,2971.344983,3075.934479,3203.9007579999998,3393.00442
206,Singapore,75294.35655,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762000001,89386.0794,94940.97078999999,100051.4344
207,Solomon Islands,1832.831573,2064.595803,2142.507048,2185.868783,2216.265053,2235.826964,2271.613906,2337.642684,2421.015878
208,Sierra Leone,1134.0885560000002,1203.210272,1405.5744240000001,1746.554465,1787.64913,1586.688648,1596.620542,1642.606593,1702.54097
209,El Salvador,6127.039118,6465.874715,6541.166340999999,6877.153044,7233.190625,7597.685570000001,8038.625529000001,8454.058198,8818.877207
210,San Marino,62761.4508,57943.44687000001,54447.092000000004,53466.73642,55420.29306,55598.21607,57474.11697999999,58860.75306,60750.44776
211,Somalia,,,,,,,,,
212,Serbia,12806.86247,13746.948669999998,13933.91998,14629.03831,14659.54911,14922.05991,15734.332890000001,16534.33908,17563.16537
213,Sub-Saharan Africa (excluding high income),3157.226229,3291.7793739999997,3319.63348,3489.7018840000005,3647.069008,3676.127915,3665.065582,3730.745214,3823.991974
214,South Sudan,3020.950547,2844.516128,1519.142464,2099.235642,1495.5096119999998,,,,
215,Sub-Saharan Africa,3176.942236,3312.335577,3340.053004,3510.681478,3668.278628,3697.758168,3688.153463,3754.1843689999996,3848.406984
216,Small states,19746.53818,21172.07955,22030.012290000002,22330.99556,22288.01649,19496.63101,19105.04045,20584.48035,21148.91776
217,Sao Tome and Principe,2876.891114,2997.1524719999998,2954.5791670000003,3318.885261,3817.4179259999996,3837.7292429999998,3889.389392,3915.732375,4037.852314
218,Suriname,13548.405190000001,14475.01851,15785.1819,16815.233330000003,17261.23158,16072.21626,14206.519869999998,16341.448919999999,17001.347840000002
